Fecha;"Volumen (€)";"Aportaciones netas (día, €)";"Aportaciones netas acumuladas (€)"
2025-10-06;3.982.893.942,93;6.918.566,78;3.170.281.683,83
2025-10-07;3.998.041.989,43;6.702.049,53;3.176.983.733,36
2025-10-08;4.005.106.062,36;6.330.359,25;3.183.314.092,61
2025-10-09;4.030.298.876,31;4.123.074,49;3.187.437.167,10
2025-10-10;4.021.533.737,27;2.319.835,30;3.189.757.002,40
2025-10-11;3.978.679.386,46;356.521,44;3.190.113.523,84
2025-10-12;3.973.512.731,93;322.473,02;3.190.435.996,86
2025-10-13;3.985.247.589,70;5.579.189,85;3.196.015.186,71
2025-10-14;4.011.952.614,44;5.358.976,91;3.201.374.163,62
2025-10-15;4.009.288.166,13;3.797.880,55;3.205.172.044,17
2025-10-16;4.026.905.273,21;2.057.473,27;3.207.229.517,44
2025-10-17;4.015.977.768,79;1.443.623,17;3.208.673.140,61
2025-10-18;4.012.141.711,29;236.478,41;3.208.909.619,02
2025-10-19;4.011.876.993,99;225.270,55;3.209.134.889,57
2025-10-20;4.026.437.568,85;3.592.872,42;3.212.727.761,99
2025-10-21;4.061.063.233,30;2.798.841,96;3.215.526.603,95
2025-10-22;4.072.923.489,79;2.124.490,58;3.217.651.094,53
2025-10-23;4.063.534.046,13;2.469.917,86;3.220.121.012,39
2025-10-24;4.077.167.574,76;547.848,93;3.220.668.861,32
2025-10-25;4.087.808.627,39;391.199,82;3.221.060.061,14
2025-10-26;4.089.636.253,63;494.738,08;3.221.554.799,22
2025-10-27;4.099.830.021,73;4.151.458,31;3.225.706.257,53
2025-10-28;4.126.234.517,59;4.655.969,91;3.230.362.227,44
2025-10-29;4.125.819.105,28;3.483.752,97;3.233.845.980,41
2025-10-30;4.127.500.426,54;4.081.148,80;3.237.927.129,21
2025-10-31;4.132.976.855,59;3.923.547,19;3.241.850.676,40
2025-11-01;4.136.178.310,04;944.903,99;3.242.795.580,39
2025-11-02;4.137.081.298,60;679.440,90;3.243.475.021,29
2025-11-03;4.147.909.419,68;9.227.560,68;3.252.702.581,97
2025-11-04;4.160.603.877,00;9.326.456,09;3.262.029.038,06
2025-11-05;4.148.967.778,38;4.350.643,13;3.266.379.681,19
2025-11-06;4.154.654.418,76;5.824.514,62;3.272.204.195,81
2025-11-07;4.128.521.603,41;2.496.241,34;3.274.700.437,15
2025-11-08;4.120.836.868,57;348.834,48;3.275.049.271,63
2025-11-09;4.120.172.927,58;359.809,47;3.275.409.081,10
2025-11-10;4.130.988.020,79;4.271.600,37;3.279.680.681,47
2025-11-11;4.180.438.222,27;7.355.073,50;3.287.035.754,97
2025-11-12;4.196.817.068,23;7.631.452,84;3.294.667.207,81
2025-11-13;4.201.507.760,14;2.036.559,96;3.296.703.767,77
2025-11-14;4.161.110.269,18;478.001,83;3.297.181.769,60
2025-11-15;4.151.608.197,75;289.798,28;3.297.471.567,88
2025-11-16;4.150.533.387,50;208.979,97;3.297.680.547,85
2025-11-17;4.150.843.729,71;3.879.070,18;3.301.559.618,03
2025-11-18;4.128.406.988,34;4.183.408,85;3.305.743.026,88
2025-11-19;4.102.568.037,05;2.035.868,72;3.307.778.895,60
2025-11-20;4.114.068.044,22;1.988.338,20;3.309.767.233,80
2025-11-21;4.107.245.894,67;3.831.966,27;3.313.599.200,07
2025-11-22;4.107.558.626,82;167.687,39;3.313.766.887,46
2025-11-23;4.111.288.352,64;409.677,38;3.314.176.564,84
2025-11-24;4.127.235.282,14;6.414.099,67;3.320.590.664,51
2025-11-25;4.157.432.540,07;3.912.333,43;3.324.502.997,94
2025-11-26;4.184.274.729,38;1.485.364,87;3.325.988.362,81
2025-11-27;4.207.287.309,06;1.075.826,25;3.327.064.189,06
2025-11-28;4.214.612.646,20;4.073.881,91;3.331.138.070,97
2025-11-29;4.221.221.722,52;414.565,52;3.331.552.636,49
2025-11-30;4.222.779.560,28;630.387,34;3.332.183.023,83
2025-12-01;4.224.989.765,29;7.146.520,70;3.339.329.544,53
2025-12-02;4.222.281.535,36;10.508.143,92;3.349.837.688,45
2025-12-03;4.233.509.822,13;3.994.015,59;3.353.831.704,04
2025-12-04;4.245.183.008,98;7.483.889,66;3.361.315.593,70
2025-12-05;4.258.823.015,74;7.814.973,32;3.369.130.567,02
2025-12-06;4.265.152.528,35;377.868,90;3.369.508.435,92
2025-12-07;4.266.287.152,54;228.653,91;3.369.737.089,83
2025-12-08;4.270.614.526,70;4.451.992,07;3.374.189.081,90
2025-12-09;4.311.082.231,79;47.084.006,66;3.421.273.088,56
2025-12-10;4.312.371.002,84;2.373.317,75;3.423.646.406,31
2025-12-11;4.325.237.411,83;4.009.820,80;3.427.656.227,11
2025-12-12;4.317.703.679,68;2.755.309,59;3.430.411.536,70
2025-12-13;4.305.665.848,65;442.999,18;3.430.854.535,88
2025-12-14;4.304.102.234,17;269.612,98;3.431.124.148,86
2025-12-15;4.310.630.487,97;4.436.774,02;3.435.560.922,88
2025-12-16;4.304.260.000,29;5.046.352,70;3.440.607.275,58
2025-12-17;4.293.081.139,01;3.642.432,13;3.444.249.707,71
2025-12-18;4.289.621.268,57;5.525.174,03;3.449.774.881,74
2025-12-19;4.316.741.064,39;2.465.541,33;3.452.240.423,07
2025-12-20;4.334.348.044,90;511.189,62;3.452.751.612,69
2025-12-21;4.337.282.296,34;408.148,35;3.453.159.761,04
2025-12-22;4.345.412.696,90;4.886.231,75;3.458.045.992,79
2025-12-23;4.358.267.636,57;6.021.417,95;3.464.067.410,74
2025-12-24;4.372.431.465,88;4.058.665,19;3.468.126.075,93
2025-12-25;4.378.154.891,78;642.995,24;3.468.769.071,17
2025-12-26;4.382.604.767,25;2.860.883,86;3.471.629.955,03
2025-12-27;4.383.732.498,45;449.240,54;3.472.079.195,57
2025-12-28;4.384.304.525,56;458.378,12;3.472.537.573,69
2025-12-29;4.394.479.469,43;8.269.637,31;3.480.807.211,00
2025-12-30;4.403.295.560,66;9.720.405,45;3.490.527.616,45
2025-12-31;4.410.840.658,85;6.616.702,22;3.497.144.318,67
2026-01-01;4.403.373.892,49;1.146.183,33;3.498.290.502,00
2026-01-02;4.411.968.865,87;9.247.608,22;3.507.538.110,22
2026-01-03;4.412.677.717,21;2.693.806,62;3.510.231.916,84
2026-01-04;4.424.570.440,48;623.034,34;3.510.854.951,18
2026-01-05;4.448.775.720,37;11.069.489,12;3.521.924.440,30
2026-01-06;4.497.624.362,42;7.435.299,67;3.529.359.739,97
2026-01-07;4.523.246.798,43;5.336.575,37;3.534.696.315,34
2026-01-08;4.524.651.250,28;7.257.506,24;3.541.953.821,58
2026-01-09;4.533.657.444,33;3.541.811,61;3.545.495.633,19
2026-01-10;4.534.463.851,75;593.665,91;3.546.089.299,10
2026-01-11;4.553.021.612,41;470.653,32;3.546.559.952,42
2026-01-12;4.562.891.483,87;6.861.678,51;3.553.421.630,93
2026-01-13;4.575.899.479,28;7.078.530,47;3.560.500.161,40
2026-01-14;4.584.990.382,58;1.502.110,01;3.562.002.271,41
2026-01-15;4.589.919.967,33;4.251.296,42;3.566.253.567,83
2026-01-16;4.616.055.004,96;4.881.957,64;3.571.135.525,47
2026-01-17;4.617.289.929,30;619.478,06;3.571.755.003,53
2026-01-18;4.617.872.051,27;452.464,85;3.572.207.468,38
2026-01-19;4.619.241.132,27;5.096.879,78;3.577.304.348,16
2026-01-20;4.603.894.113,30;13.676.190,87;3.590.980.539,03
2026-01-21;4.557.812.787,42;6.164.347,21;3.597.144.886,24
2026-01-22;4.591.515.371,61;4.852.429,34;3.601.997.315,58
2026-01-23;4.614.921.818,31;5.171.147,59;3.607.168.463,17
2026-01-24;4.612.355.778,02;536.725,65;3.607.705.188,82
2026-01-25;4.612.279.243,85;388.255,77;3.608.093.444,59
2026-01-26;4.615.482.020,65;5.364.419,42;3.613.457.864,01
2026-01-27;4.610.818.860,90;6.393.287,32;3.619.851.151,33
2026-01-28;4.618.474.803,56;5.972.688,80;3.625.823.840,13
2026-01-29;4.624.906.166,84;5.175.509,95;3.630.999.350,08
2026-01-30;4.630.405.096,65;5.024.379,97;3.636.023.730,05
2026-01-31;4.625.361.844,09;589.529,13;3.636.613.259,18
2026-02-01;4.625.422.795,71;938.365,59;3.637.551.624,77
2026-02-02;4.640.490.594,25;11.372.311,57;3.648.923.936,34
2026-02-03;4.676.839.998,35;10.998.099,68;3.659.922.036,02
2026-02-04;4.682.715.928,30;5.344.545,76;3.665.266.581,78
2026-02-05;4.681.718.835,03;5.239.659,35;3.670.506.241,13
2026-02-06;4.666.603.116,92;8.247.035,13;3.678.753.276,26
2026-02-07;4.697.930.081,10;437.758,89;3.679.191.035,15
2026-02-08;4.703.375.415,17;419.254,09;3.679.610.289,24
2026-02-09;4.715.617.214,54;5.691.626,83;3.685.301.916,07
2026-02-10;4.737.750.392,30;7.632.086,82;3.692.934.002,89
2026-02-11;4.747.928.139,53;4.940.732,90;3.697.874.735,79
2026-02-12;4.761.727.827,03;3.998.957,65;3.701.873.693,44
2026-02-13;4.733.714.195,26;3.611.250,19;3.705.484.943,63
2026-02-14;4.737.126.365,99;370.242,69;3.705.855.186,32
2026-02-15;4.738.246.819,61;453.834,41;3.706.309.020,73
2026-02-16;4.741.657.372,04;5.613.412,51;3.711.922.433,24
2026-02-17;4.748.710.943,70;6.303.595,60;3.718.226.028,84
2026-02-18;4.771.174.729,66;5.657.752,40;3.723.883.781,24
2026-02-19;4.798.572.561,74;4.749.462,87;3.728.633.244,11
2026-02-20;4.809.769.648,65;4.733.184,35;3.733.366.428,46
2026-02-21;4.821.827.902,38;385.928,66;3.733.752.357,12
2026-02-22;4.824.293.313,34;521.209,01;3.734.273.566,13
2026-02-23;4.827.131.754,34;6.274.138,23;3.740.547.704,36
2026-02-24;4.816.048.245,30;5.787.051,88;3.746.334.756,24
2026-02-25;4.844.378.291,86;4.055.969,98;3.750.390.726,22
2026-02-26;4.870.159.759,56;5.919.366,85;3.756.310.093,07
2026-02-27;4.876.782.539,03;7.393.722,46;3.763.703.815,53
2026-02-28;4.873.521.479,71;1.374.139,88;3.765.077.955,41
2026-03-01;4.874.211.390,89;1.159.869,47;3.766.237.824,88
2026-03-02;4.881.148.692,40;10.455.684,73;3.776.693.509,61
2026-03-03;4.880.019.826,57;14.084.156,36;3.790.777.665,97
2026-03-04;4.839.499.362,31;6.236.176,92;3.797.013.842,89
2026-03-05;4.844.281.956,37;4.984.089,14;3.801.997.932,03
2026-03-06;4.842.245.087,23;8.276.193,60;3.810.274.125,63
2026-03-07;4.815.053.879,64;372.592,47;3.810.646.718,10
2026-03-08;4.810.354.962,17;348.233,30;3.810.994.951,40
2026-03-09;4.807.465.013,99;4.263.829,51;3.815.258.780,91
2026-03-10;4.806.510.994,89;2.246.600,04;3.817.505.380,95
2026-03-11;4.831.202.842,51;4.232.214,10;3.821.737.595,05
2026-03-12;4.834.741.663,54;4.511.396,08;3.826.248.991,13
2026-03-13;4.809.201.989,39;9.412.881,82;3.835.661.872,95
2026-03-14;4.803.427.107,97;499.524,23;3.836.161.397,18
2026-03-15;4.802.692.314,63;314.287,01;3.836.475.684,19
